"","X","upper","lower","pred","obs","type","variable"
"11921",1484,5.60660484121401,4.07887527658384,4.84274,4.8,"Calibration","pH"
"11926",1485,5.74047322013143,4.14466147682902,4.9425673,5,"Calibration","pH"
"11933",1486,6.90991240848196,4.58599537502634,5.747954,5.4,"Calibration","pH"
"11939",1487,6.45075207156826,4.44852752285313,5.44964,5.5,"Calibration","pH"
"11945",1488,6.17005858904224,4.33332790845532,5.2516932,5.4,"Calibration","pH"
"11951",1489,6.35462823968785,4.37893232244594,5.3667803,5.4,"Calibration","pH"
"11957",1490,7.82582862362386,5.09355537906169,6.459692,6.63,"Calibration","pH"
"11962",1491,6.01342183218357,4.26283663644436,5.138129,5.2,"Calibration","pH"
"11969",1492,6.46924054171871,4.41442168209721,5.441831,5.5,"Calibration","pH"
"11975",1493,6.53431691040761,4.45762930999034,5.495973,5.5,"Calibration","pH"
"11981",1494,6.23375670127282,4.34090836830726,5.2873325,5.6,"Calibration","pH"
"11987",1495,6.65181378052012,4.51067324950918,5.5812435,5.7,"Calibration","pH"
"11993",1496,7.01029518714794,4.71337577232471,5.8618355,5.8,"Calibration","pH"
"11999",1497,5.5751038922484,4.06282793148207,4.818966,4.9,"Calibration","pH"
"12005",1498,6.9206289852876,4.6294141207915,5.7750216,5.9,"Calibration","pH"
"12011",1499,6.419460427458,4.42873083383351,5.4240956,5.6,"Calibration","pH"
"12017",1500,5.47734812223605,3.95822736299344,4.7177877,4.7,"Calibration","pH"
"12023",1501,6.30002741124918,4.3908657619686,5.3454466,5.3,"Calibration","pH"
"12029",1502,6.03153263932096,4.27506125563754,5.153297,5.1,"Calibration","pH"
"12035",1503,7.25046028321229,4.80628143126525,6.028371,6.1,"Calibration","pH"
"12041",1504,7.29910072445002,4.8292724216071,6.0641866,6.1,"Calibration","pH"
"12047",1505,6.94668635815597,4.68443909197831,5.8155627,5.7,"Calibration","pH"
"12053",1506,6.22555810101631,4.3462077986419,5.285883,5.2,"Calibration","pH"
"12059",1507,6.93744045075766,4.57911915007242,5.75828,5.8,"Calibration","pH"
"12065",1508,4.71842358370932,3.58324172238199,4.1508327,4.1,"Calibration","pH"
"12071",1509,7.16412885268518,4.77739946762732,5.970764,5.9,"Calibration","pH"
"12077",1510,6.29763101467541,4.37677408328602,5.3372025,5.3,"Calibration","pH"
"12083",1511,6.88758563911916,4.60861778342723,5.7481017,5.8,"Calibration","pH"
"12089",1512,7.09485250228149,4.73646539932983,5.915659,5.9,"Calibration","pH"
"12094",1513,7.18659753392582,4.73437815119381,5.960488,6,"Calibration","pH"
"12100",1514,5.9631626010545,4.24164468043964,5.1024036,5.1,"Calibration","pH"
"12107",1515,5.86541921317264,4.08700102150754,4.97621,4.9,"Calibration","pH"
"12113",1516,5.99523222506737,4.25415837704444,5.1246953,5.2,"Calibration","pH"
"12119",1517,6.28582213737519,4.37253071449248,5.3291764,5.2,"Calibration","pH"
"12124",1518,5.26376767948911,3.90042833491519,4.582098,4.6,"Calibration","pH"
"12130",1519,6.35834185988652,4.42132599442256,5.389834,5.4,"Calibration","pH"
"12137",1520,9.14641250111496,5.58879505656326,7.367604,7.2,"Calibration","pH"
"12142",1521,6.56558597537524,4.42310058620923,5.4943433,5.5,"Calibration","pH"
"12149",1522,6.70950622683939,4.55368594997945,5.631596,5.6,"Calibration","pH"
"12155",1523,6.02196078180927,4.25601620793683,5.1389885,5.1,"Calibration","pH"
"12161",1524,5.35299230822451,3.94118570080869,4.647089,4.7,"Calibration","pH"
"12166",1525,6.35656732152012,4.37081533839199,5.3636913,5.3,"Calibration","pH"
"12173",1526,4.82314334367197,3.60912384535391,4.2161336,4.2,"Calibration","pH"
"12178",1527,5.11271116484377,3.67732885133054,4.39502,4.4,"Calibration","pH"
"12185",1528,7.0285587102194,4.69260122477816,5.86058,5.79,"Calibration","pH"
"12191",1529,6.6766735399937,4.53975330937153,5.6082134,5.6,"Calibration","pH"
"12197",1530,5.63815861271466,4.09138221217548,4.8647704,4.7,"Calibration","pH"
"12203",1531,7.26707863482563,4.83610987988384,6.0515943,6,"Calibration","pH"
"12209",1532,6.28614210522591,4.38185430132926,5.333998,5.4,"Calibration","pH"
"12215",1533,6.17885518312281,4.2871749377268,5.233015,5.2,"Calibration","pH"
"12221",1534,6.56532974571217,4.50715808540355,5.536244,5.8,"Calibration","pH"
"12227",1535,7.02104016004936,4.70004061997994,5.8605404,5.9,"Calibration","pH"
"12233",1536,7.94180475528897,5.11825383846103,6.5300293,6.5,"Calibration","pH"
"12239",1537,6.36559263191459,4.40770849265816,5.3866506,5.5,"Calibration","pH"
"12244",1538,6.5168199681715,4.47198008065663,5.4944,5.4,"Calibration","pH"
"12251",1539,6.61430026808782,4.50646541794734,5.560383,5.6,"Calibration","pH"
"12257",1540,6.86993227885054,4.64121808125688,5.755575,5.7,"Calibration","pH"
"12262",1541,4.93747213771607,3.72210904667114,4.3297906,4.4,"Calibration","pH"
"12269",1542,6.91746650108422,4.6603981458274,5.7889323,5.7,"Calibration","pH"
"12275",1543,7.35956465824046,4.84442818538747,6.1019964,6.02,"Calibration","pH"
"12281",1544,11.0110773218823,6.27577646840092,8.643427,8.9,"Calibration","pH"
"12287",1545,6.19416278265436,4.34070450402777,5.2674336,5.3,"Calibration","pH"
"12292",1546,5.79209044627535,4.16332909412993,4.97771,4.7,"Calibration","pH"
"12298",1547,4.99912327732253,3.62862998042893,4.3138766,4.3,"Calibration","pH"
"12305",1548,6.10710543616383,4.28734570519359,5.1972256,5.2,"Calibration","pH"
"12310",1549,5.80657041128675,4.17220175210436,4.989386,5,"Calibration","pH"
"12317",1550,6.21202514489141,4.28114368598017,5.2465844,5.3,"Calibration","pH"
"12323",1551,6.62240606387816,4.51898950496949,5.570698,5.6,"Calibration","pH"
"12329",1552,5.33227124799898,3.89537557969878,4.6138234,4.8,"Calibration","pH"
"12335",1553,5.94477749074591,4.19259357248651,5.0686855,5,"Calibration","pH"
"12341",1554,4.68888443222364,3.5580256629912,4.123455,4,"Calibration","pH"
"12347",1555,6.51670379136489,4.45472221876694,5.485713,5.5,"Calibration","pH"
"12353",1556,7.39534566304735,4.83981516458937,6.1175804,6.2,"Calibration","pH"
"12359",1557,7.07659315927578,4.73236775533603,5.9044805,5.93,"Calibration","pH"
"12364",1558,5.9217518945693,4.21914394893656,5.070448,5.1,"Calibration","pH"
"12371",1559,5.38818569642502,3.90388183134597,4.646034,4.7,"Calibration","pH"
"12376",1560,6.57356848758454,4.50394139248138,5.538755,5.65,"Calibration","pH"
"12383",1561,6.52375526593579,4.48557834459888,5.504667,5.5,"Calibration","pH"
"12389",1562,10.5389782345616,6.11184535857803,8.325412,8.2,"Calibration","pH"
"12395",1563,4.79893582741604,3.62630468924655,4.2126203,4.2,"Calibration","pH"
"12401",1564,7.74476301323137,5.02138650764265,6.3830748,6.3,"Calibration","pH"
"12407",1565,9.1050639858693,5.54111044497787,7.323087,7.5,"Calibration","pH"
"12412",1566,6.87265417308282,4.6266258028083,5.74964,5.76,"Calibration","pH"
"12419",1567,7.32314608775372,4.84407879627948,6.0836124,6.1,"Calibration","pH"
"12425",1568,5.72155053801185,4.13371031098718,4.9276304,4.9,"Calibration","pH"
"12431",1569,7.49911976167475,4.86760711363043,6.1833634,6.2,"Calibration","pH"
"12437",1570,6.45932491552245,4.427105824834,5.4432154,5.4,"Calibration","pH"
"12443",1571,6.31930199020047,4.34713992721896,5.333221,5.4,"Calibration","pH"
"12449",1572,7.45603357538331,4.85701478734862,6.156524,6.4,"Calibration","pH"
"12455",1573,5.34544759699438,3.92807573369409,4.6367617,4.8,"Calibration","pH"
"12461",1574,6.71930050948775,4.56813311477983,5.643717,5.8,"Calibration","pH"
"12467",1575,4.79370567852881,3.60900332873437,4.2013545,4.3,"Calibration","pH"
"12472",1576,6.5873245078581,4.47211610493487,5.5297203,5.5,"Calibration","pH"
"12478",1577,5.93028804329554,4.22448090049108,5.0773845,5,"Calibration","pH"
"12485",1578,5.59029636367898,4.06625785842795,4.828277,4.7,"Calibration","pH"
"12491",1579,7.08377731731734,4.63412772723832,5.8589525,5.7,"Calibration","pH"
"12497",1580,6.79761253113509,4.58505882506609,5.6913357,5.8,"Calibration","pH"
"12503",1581,6.35174986341125,4.38184026262635,5.366795,5.4,"Calibration","pH"
"12509",1582,5.57447827750722,4.05526815956553,4.814873,5,"Calibration","pH"
"12515",1583,6.94258789222689,4.6560792525485,5.7993336,5.8,"Calibration","pH"
"12520",1584,6.95478052514242,4.69990544897868,5.827343,5.8,"Calibration","pH"
"12527",1585,6.02168583146565,4.21275115736491,5.1172185,5.2,"Calibration","pH"
"12533",1586,4.4964629133524,3.45862236420497,3.9775426,3.9,"Calibration","pH"
"12539",1587,5.83667478522881,4.18176355400459,5.009219,5,"Calibration","pH"
"12545",1588,7.60175301453418,4.96488974669629,6.2833214,6.3,"Calibration","pH"
"12551",1589,7.19958176849352,4.79339632751478,5.996489,6,"Calibration","pH"
"12557",1590,6.94913823099681,4.66321032552174,5.8061743,6.1,"Calibration","pH"
"12563",1591,6.76384744339538,4.55759420699525,5.660721,5.3,"Calibration","pH"
"12569",1592,5.79658842233993,4.15959215016984,4.9780903,5,"Calibration","pH"
"12574",1593,6.77631702802007,4.5998903236645,5.6881037,5.9,"Calibration","pH"
"12581",1594,5.91694639979966,4.2101726645314,5.0635595,5.1,"Calibration","pH"
"12587",1595,10.4818719733393,6.24661694877981,8.364244,8.3,"Calibration","pH"
"12593",1596,8.70589146610867,5.4287330150925,7.0673122,7,"Calibration","pH"
"12598",1597,5.82104706153261,4.17928577080382,5.0001664,5.3,"Calibration","pH"
"12605",1598,5.5729700178071,4.02993811665335,4.801454,4.6,"Calibration","pH"
"12611",1599,6.39188781765235,4.31220134708153,5.3520446,5.4,"Calibration","pH"
"12617",1600,7.13339363896132,4.73676646388292,5.93508,6.13,"Calibration","pH"
"12623",1601,7.77541472680893,5.03558609716568,6.4055004,6.3,"Calibration","pH"
"12629",1602,7.04561165351639,4.70444079857101,5.875026,6,"Calibration","pH"
"12635",1603,8.08537901267506,5.12919389381908,6.6072865,6.6,"Calibration","pH"
"12641",1604,6.74833906041472,4.58116399897249,5.6647515,5.7,"Calibration","pH"
"12647",1605,7.47547743709818,4.89926030246481,6.187369,6.1,"Calibration","pH"
"12653",1606,5.65932912170589,4.10762816131413,4.8834786,4.7,"Calibration","pH"
"12659",1607,7.30177953607943,4.81352445714567,6.057652,6.2,"Calibration","pH"
"12665",1608,5.97728474556556,4.24676768363366,5.112026,5.3,"Calibration","pH"
"12671",1609,6.23623164356903,4.36039845286652,5.298315,5.3,"Calibration","pH"
"12677",1610,10.5385516215023,6.13948983662755,8.339021,8,"Calibration","pH"
"12682",1611,4.74019865937901,3.60737175993252,4.173785,4.1,"Calibration","pH"
"12689",1612,11.4447766002506,6.56353371774259,9.004155,9,"Calibration","pH"
"12696",1613,9.81359979977399,5.89391687045306,7.8537583,7.8,"Calibration","pH"
"12700",1614,11.1228183282039,6.41750111454517,8.77016,8.5,"Calibration","pH"
"12706",1615,6.64065240157753,4.42966295944542,5.5351577,5.8,"Calibration","pH"
"12713",1616,7.55863028601504,4.93196267052793,6.2452965,6.3,"Calibration","pH"
"12719",1617,7.09470359207271,4.76087864517094,5.927791,5.8,"Calibration","pH"
"12725",1618,6.89604185293962,4.67453767586897,5.78529,5.8,"Calibration","pH"
"12731",1619,10.038807720397,6.05046382501314,8.044636,8,"Calibration","pH"
"12737",1620,6.82713414079703,4.61860274427377,5.7228684,5.8,"Calibration","pH"
"12743",1621,6.07544908421137,4.29065313441656,5.183051,5.2,"Calibration","pH"
"12749",1622,7.08640922760011,4.74249492431639,5.914452,5.8,"Calibration","pH"
"12755",1623,6.23032227490894,4.3354469206477,5.2828846,5.3,"Calibration","pH"
"12761",1624,6.70200673892419,4.54363496944984,5.622821,5.6,"Calibration","pH"
"12767",1625,6.14246471303983,4.30313484292941,5.2228,5.2,"Calibration","pH"
"12772",1626,6.58838199177309,4.50881077250913,5.5485964,5.4,"Calibration","pH"
"12779",1627,5.94191686693023,4.21400697645356,5.077962,5,"Calibration","pH"
"12785",1628,6.96087842525034,4.67399210392446,5.8174353,5.8,"Calibration","pH"
"12790",1629,6.52784919892976,4.47712039793303,5.502485,5.51,"Calibration","pH"
"12797",1630,4.45911366896647,3.36734621567708,3.91323,3.9,"Calibration","pH"
"12802",1631,6.9709591334613,4.69272094313782,5.83184,5.8,"Calibration","pH"
"12809",1632,8.68261342764296,5.38312620400988,7.03287,7,"Calibration","pH"
"12815",1633,7.41574227329934,4.92242587092673,6.169084,6.2,"Calibration","pH"
"12820",1634,6.68594304275464,4.54696425247241,5.6164536,5.7,"Calibration","pH"
"12827",1635,6.47047283258555,4.38133380803945,5.4259033,5.5,"Calibration","pH"
"12833",1636,5.88743342472007,4.20497284816812,5.046203,5,"Calibration","pH"
"12839",1637,9.04636641786546,5.6451886053279,7.3457775,7.3,"Calibration","pH"
"12845",1638,4.49015295598843,3.43433797266147,3.9622455,4,"Calibration","pH"
"12851",1639,6.01588942089239,4.23367474994501,5.124782,5.1,"Calibration","pH"
"12857",1640,4.95791701656997,3.69211025851547,4.3250136,4.4,"Calibration","pH"
"12863",1641,6.69792231146822,4.4790805953311,5.5885015,5.7,"Calibration","pH"
"12869",1642,5.96575787274699,4.22430751116414,5.0950327,5.2,"Calibration","pH"
"12875",1643,6.41891876595872,4.44615825277908,5.4325385,5.35,"Calibration","pH"
"12881",1644,6.2693900787625,4.31013110043672,5.2897606,5.5,"Calibration","pH"
"12887",1645,6.49492532612892,4.45882623789696,5.476876,5.5,"Calibration","pH"
"12892",1646,6.09615978120322,4.29577842833047,5.195969,5.2,"Calibration","pH"
"12899",1647,6.70097413021144,4.53720793765966,5.619091,5.6,"Calibration","pH"
"12904",1648,6.29314144813476,4.35144797599854,5.3222947,5.3,"Calibration","pH"
"12911",1649,7.55821409244539,4.96737775783537,6.262796,6.3,"Calibration","pH"
"12916",1650,7.6201610978568,4.92743774094935,6.2737994,6.2,"Calibration","pH"
"12923",1651,6.96376527819453,4.68516050305547,5.824463,5.8,"Calibration","pH"
"12929",1652,7.23229979468544,4.80415917443078,6.0182295,5.9,"Calibration","pH"
"12936",1653,8.47612648069743,5.3216688150179,6.8988976,6.8,"Calibration","pH"
"12941",1654,6.13924447734382,4.31707342426751,5.228159,5.3,"Calibration","pH"
"12947",1655,6.75396091105065,4.59544819234291,5.6747046,5.6,"Calibration","pH"
"12953",1656,7.06184137120707,4.68851053461569,5.875176,5.8,"Calibration","pH"
"12959",1657,6.54449662522805,4.41693297071921,5.480715,5.3,"Calibration","pH"
"12965",1658,5.48696003094901,3.99774017199289,4.74235,4.8,"Calibration","pH"
"12971",1659,6.42450470280085,4.3812146728095,5.4028597,5.4,"Calibration","pH"
"12977",1660,5.62777915380313,4.08049950220273,4.8541393,4.9,"Calibration","pH"
"12983",1661,7.17999781137881,4.8038717412335,5.991935,6,"Calibration","pH"
"12989",1662,6.70800750256588,4.57164795397709,5.6398277,5.7,"Calibration","pH"
"12995",1663,8.62155103609501,5.40943384244503,7.0154924,7.1,"Calibration","pH"
"13000",1664,6.37709681044446,4.41122373093738,5.3941603,5.3,"Calibration","pH"
"13007",1665,7.21147442672318,4.79375743057662,6.002616,6,"Calibration","pH"
"13013",1666,8.6212761718823,5.3870770614551,7.0041766,6.9,"Calibration","pH"
"13019",1667,5.39035108567286,3.9396545600791,4.665003,4.6,"Calibration","pH"
"13025",1668,7.88657963387116,5.1504343736972,6.518507,6.4,"Calibration","pH"
"13030",1669,6.22853928360291,4.26111907210998,5.244829,5.1,"Calibration","pH"
"13037",1670,7.47064642915211,4.87765068998852,6.1741486,6.2,"Calibration","pH"
"13043",1671,7.48804216047113,4.90910883287604,6.1985755,6.2,"Calibration","pH"
"13049",1672,6.98977814567535,4.6993583594516,5.8445683,5.8,"Calibration","pH"
"13054",1673,6.15153417386129,4.32586469851419,5.2386994,5.2,"Calibration","pH"
"13061",1674,9.67632603291165,5.82424617167819,7.750286,7.6,"Calibration","pH"
"13067",1675,7.76788409571757,5.04663292546163,6.4072585,6.4,"Calibration","pH"
"13073",1676,7.60963734197047,4.97924605799291,6.2944417,6.2,"Calibration","pH"
"13079",1677,5.99118594290195,4.253051003204,5.1221185,5,"Calibration","pH"
"13085",1678,5.76860718140659,4.15510173430386,4.9618545,5.2,"Calibration","pH"
"13091",1679,7.07135241062985,4.7475095507349,5.909431,5.9,"Calibration","pH"
"13097",1680,8.03188472896764,5.16538089603236,6.598633,6.7,"Calibration","pH"
"13103",1681,10.1728311925081,5.96227966259441,8.067555,7.8,"Calibration","pH"
"13109",1682,8.63334257515865,5.40350549307866,7.018424,6.9,"Calibration","pH"
"13115",1683,5.63941729741323,4.08539330286754,4.8624053,5,"Calibration","pH"
"13121",1684,5.73593283615494,4.14271687545395,4.939325,4.8,"Calibration","pH"
"13127",1685,6.23230676548133,4.35775632961144,5.2950315,5.4,"Calibration","pH"
"13133",1686,6.58800818858036,4.48684856953732,5.5374284,5.58,"Calibration","pH"
"13139",1687,6.65669064166382,4.54063887951538,5.5986648,5.5,"Calibration","pH"
"13144",1688,6.5969770382871,4.51537724027736,5.556177,5.6,"Calibration","pH"
"13150",1689,6.81638383204512,4.62041521733232,5.7183995,5.6,"Calibration","pH"
"13157",1690,6.77067749362597,4.58560187954297,5.6781397,5.75,"Calibration","pH"
"13163",1691,6.74855094319693,4.56848759287485,5.6585193,5.6,"Calibration","pH"
"13169",1692,6.17633621744231,4.29922397085115,5.23778,5.2,"Calibration","pH"
"13175",1693,7.04457877887965,4.71295334087133,5.878766,5.8,"Calibration","pH"
"13181",1694,5.84354832867425,4.1895937611695,5.016571,5.1,"Calibration","pH"
"13186",1695,7.26899783364596,4.84212906607328,6.0555634,6.1,"Calibration","pH"
"13192",1696,8.28650430289158,5.2808594361221,6.783682,6.9,"Calibration","pH"
"13198",1697,7.70702464092771,4.9814700413843,6.3442473,6.4,"Calibration","pH"
"13204",1698,7.03099502611239,4.71516738843839,5.873081,5.9,"Calibration","pH"
"13211",1699,7.59680963663074,4.9820210823634,6.2894154,6.28,"Calibration","pH"
"13217",1700,7.84775011686202,5.05303246828202,6.4503913,6.5,"Calibration","pH"
"13223",1701,7.72890540362626,5.01327351330489,6.3710895,6.7,"Calibration","pH"
"13228",1702,4.91357153758555,3.63687878742666,4.275225,4.3,"Calibration","pH"
"13235",1703,4.80850932952854,3.66216804626492,4.2353387,4.3,"Calibration","pH"
"13241",1704,5.98073559568419,4.24382228090272,5.112279,5.2,"Calibration","pH"
"13247",1705,7.62130627641952,4.97058501233781,6.2959456,6.3,"Calibration","pH"
"13252",1706,7.11616402050475,4.77465266803285,5.9454083,6.1,"Calibration","pH"
"13259",1707,7.26526444624471,4.7848892860551,6.025077,6.3,"Calibration","pH"
"13265",1708,7.84328490475686,5.07046383639304,6.4568744,6.5,"Calibration","pH"
"13271",1709,7.53956007516136,4.95112824881325,6.245344,6.3,"Calibration","pH"
"13277",1710,7.97170718540662,5.13963429103381,6.5556707,6.4,"Calibration","pH"
"13283",1711,6.32796963483954,4.3910559770379,5.359513,5.5,"Calibration","pH"
"13289",1712,5.4327872323114,3.97551602849182,4.7041516,4.7,"Calibration","pH"
"13295",1713,6.21434674120073,4.33516230726119,5.2747545,5.4,"Calibration","pH"
"13300",1714,7.00093056095935,4.69325851069592,5.8470945,6.1,"Calibration","pH"
"13307",1715,7.59181655119917,4.96075283814409,6.2762847,6.3,"Calibration","pH"
"13313",1716,6.62500432124922,4.52805468448808,5.5765295,5.6,"Calibration","pH"
"13318",1717,6.16026226311025,4.3311899539918,5.245726,5.3,"Calibration","pH"
"13325",1718,8.89440281357956,5.49815433058548,7.1962786,7.4,"Calibration","pH"
"13331",1719,7.01606099109017,4.56803114910759,5.792046,5.8,"Calibration","pH"
"13337",1720,7.16531174350134,4.75800902676233,5.9616604,5.96,"Calibration","pH"
"13343",1721,6.90290967697505,4.63907011275883,5.77099,5.82,"Calibration","pH"
"13349",1722,6.23600866386521,4.27873037269485,5.2573695,5.3,"Calibration","pH"
"13354",1723,6.10409598517729,4.29429478478121,5.1991954,5.1,"Calibration","pH"
"13361",1724,6.73097393572477,4.54268958508822,5.6368318,5.6,"Calibration","pH"
"13367",1725,6.18023297915133,4.26357843747464,5.2219057,5.2,"Calibration","pH"
"13373",1726,4.77750363289946,3.61281714499361,4.1951604,4.2,"Calibration","pH"
"13379",1727,5.83927935626977,4.17396241161353,5.006621,4.9,"Calibration","pH"
"13385",1728,7.34198015012034,4.81100733004323,6.0764937,5.8,"Calibration","pH"
"13391",1729,6.39448895389718,4.39157328670341,5.393031,5.4,"Calibration","pH"
"13397",1730,5.54416141839887,4.03255214361285,4.788357,4.9,"Calibration","pH"
"13403",1731,7.08915826604533,4.74232938959432,5.915744,6,"Calibration","pH"
"13409",1732,7.74966730877293,5.02216706470119,6.385917,6.6,"Calibration","pH"
"13415",1733,6.16470759500676,4.28579766164607,5.2252526,5.1,"Calibration","pH"
"13420",1734,6.3253550219169,4.34599831823203,5.3356767,5.7,"Calibration","pH"
"13426",1735,5.68749177168062,4.10317576219389,4.895334,5.2,"Calibration","pH"
"13433",1736,6.99860421080279,4.62146910767866,5.8100367,5.9,"Calibration","pH"
"13439",1737,7.35812420751386,4.77243952844806,6.065282,6,"Calibration","pH"
"13445",1738,6.19355869404281,4.34104442485367,5.2673016,5.3,"Calibration","pH"
"13451",1739,10.6346877916154,6.26602899000078,8.450358,8.5,"Calibration","pH"
"13457",1740,9.68052903451529,5.91567572317514,7.7981024,7.8,"Calibration","pH"
"13463",1741,6.12108023507838,4.30423371450658,5.212657,5.3,"Calibration","pH"
"13468",1742,6.52075438130297,4.46915574442945,5.494955,5.4,"Calibration","pH"
"13475",1743,5.7975027608796,4.16291021824638,4.9802065,5,"Calibration","pH"
"13480",1744,5.46488266340384,3.98165626176706,4.7232695,4.6,"Calibration","pH"
"13487",1745,7.50915520587078,4.92797000012287,6.2185626,6.34,"Calibration","pH"
"13493",1746,6.74849032129316,4.57592297826738,5.6622066,5.8,"Calibration","pH"
"13499",1747,11.6643864534514,6.57945090311595,9.121919,9.1,"Calibration","pH"
"13505",1748,11.8176163829642,6.71901615487762,9.268316,9.3,"Calibration","pH"
"13510",1749,6.12392367997574,4.29471645674301,5.20932,5.1,"Calibration","pH"
"13516",1750,6.04058529529307,4.27482722606924,5.1577063,5,"Calibration","pH"
"13523",1751,10.0770797387302,5.95112422550319,8.014102,8,"Calibration","pH"
"13529",1752,7.45555938436702,4.8881391172199,6.1718493,6.2,"Calibration","pH"
"13535",1753,9.95670648921598,6.08033040653597,8.018518,8,"Calibration","pH"
"13541",1754,6.08491910809896,4.29745660906413,5.191188,5.6,"Calibration","pH"
"13546",1755,7.36356166377103,4.8213300369736,6.092446,6,"Calibration","pH"
"13553",1756,6.18178742488239,4.33405024449017,5.257919,5.3,"Calibration","pH"
"13559",1757,7.23273813113754,4.81714666500504,6.0249424,5.9,"Calibration","pH"
"13565",1758,5.01482119399368,3.77084336441696,4.3928323,4.4,"Calibration","pH"
"13571",1759,7.08857614461662,4.63100069101571,5.8597884,5.8,"Calibration","pH"
"13577",1760,4.76156071041545,3.59292384769002,4.1772423,4.1,"Calibration","pH"
"13583",1761,6.29832954504604,4.37400417230015,5.336167,5.3,"Calibration","pH"
"13588",1762,4.62408298379985,3.54162460439596,4.082854,4.2,"Calibration","pH"
"13594",1763,4.85708683889383,3.69444781381613,4.2757673,4.3,"Calibration","pH"
"13600",1764,7.63421058488944,4.95010090040109,6.2921557,6.3,"Calibration","pH"
"13607",1765,8.36762459969327,5.33362070822909,6.8506227,6.8,"Calibration","pH"
"13612",1766,4.61151544445743,3.53257330065976,4.0720444,4,"Calibration","pH"
"13619",1767,5.12381833177841,3.82856661695206,4.4761925,4.5,"Calibration","pH"
"13625",1768,10.632329088858,6.21028985340271,8.421309,8.8,"Calibration","pH"
"13631",1769,7.15098455672015,4.7374288725401,5.9442067,5.9,"Calibration","pH"
"13637",1770,7.71306935727201,5.01075132906832,6.3619103,6.3,"Calibration","pH"
"13643",1771,6.84839188850986,4.61117518149747,5.7297835,5.6,"Calibration","pH"
"13649",1772,10.1065309701308,6.07530229708113,8.090917,8.1,"Calibration","pH"
"13655",1773,7.00799450127778,4.63378253729644,5.8208885,5.8,"Calibration","pH"
"13661",1774,10.4686502000677,6.07869210034738,8.273671,8.2,"Calibration","pH"
"13667",1775,10.0138076944336,6.04065283107907,8.02723,8.1,"Calibration","pH"
"13672",1776,5.72176002991929,4.08603930937515,4.9038997,4.9,"Calibration","pH"
"13679",1777,7.2438954616438,4.80900485268726,6.02645,6.1,"Calibration","pH"
"13685",1778,8.34156100453233,5.23625977336074,6.7889104,6.8,"Calibration","pH"
"13691",1779,7.35167406369261,4.88093854617067,6.1163063,6.08,"Calibration","pH"
"13696",1780,6.9911136136592,4.66457753319139,5.8278456,5.9,"Calibration","pH"
"13703",1781,5.85159941246512,4.19412831733225,5.022864,5,"Calibration","pH"
"13708",1782,6.27598378950137,4.35214044755917,5.314062,5.3,"Calibration","pH"
"13715",1783,6.0274053242249,4.28400367235713,5.1557045,5.1,"Calibration","pH"
"13721",1784,7.35250595990204,4.83483668383575,6.0936713,6.2,"Calibration","pH"
"13727",1785,5.63369048640439,4.05248295262149,4.8430867,4.8,"Calibration","pH"
"13733",1786,7.03861630960599,4.64633928731784,5.842478,5.8,"Calibration","pH"
"13739",1787,6.06842166412439,4.18883579742346,5.1286287,5.1,"Calibration","pH"
"13745",1788,6.22036101602272,4.33614037252709,5.2782507,5.3,"Calibration","pH"
"13751",1789,5.90982333847921,4.21613510420878,5.062979,5.2,"Calibration","pH"
"13757",1790,7.08534421419838,4.69472704434655,5.8900356,5.9,"Calibration","pH"
"13763",1791,5.72315034911251,4.13352956726933,4.92834,5,"Calibration","pH"
"13769",1792,6.03945387176544,4.27394830413788,5.156701,5.1,"Calibration","pH"
"13775",1793,6.69290267663938,4.51972091955202,5.606312,5.6,"Calibration","pH"
"13780",1794,6.42828196744874,4.38798886079833,5.4081354,5.3,"Calibration","pH"
"13786",1795,6.10201746551918,4.28332322509362,5.1926703,5.1,"Calibration","pH"
"13793",1796,7.00079055429819,4.6867962300646,5.8437934,5.7,"Calibration","pH"
"13799",1797,7.09680779553379,4.71648089312588,5.9066443,5.7,"Calibration","pH"
"13805",1798,7.5759322942562,4.99196645604898,6.2839494,6.3,"Calibration","pH"
"13811",1799,6.00162663329788,4.2535689843779,5.127598,5.3,"Calibration","pH"
"13817",1800,6.23611772337164,4.33027422151362,5.283196,5.4,"Calibration","pH"
"13823",1801,7.46052953375908,4.91381147728828,6.1871705,6.15,"Calibration","pH"
"13829",1802,6.82302575440697,4.59891791014381,5.710972,5.6,"Calibration","pH"
"13835",1803,6.04366418109558,4.2164314152179,5.130048,5.1,"Calibration","pH"
"13841",1804,7.51187809835126,4.91214171518634,6.21201,6.1,"Calibration","pH"
"13847",1805,7.45598519390197,4.92414175922303,6.1900635,6.17,"Calibration","pH"
"13853",1806,6.09706824576174,4.29589707101072,5.1964827,5.2,"Calibration","pH"
"13859",1807,7.64357389348939,4.98994623285338,6.31676,6.4,"Calibration","pH"
"13865",1808,7.65774029170868,4.98726588810089,6.322503,6.3,"Calibration","pH"
"13871",1809,6.56174661286874,4.51527880064445,5.5385127,5.5,"Calibration","pH"
"13877",1810,6.67193286663784,4.52802688830601,5.59998,5.5,"Calibration","pH"
"13882",1811,5.51122484067753,3.98219957491085,4.746712,4.6,"Calibration","pH"
"13888",1812,6.36235153969625,4.41840541068217,5.3903785,5.3,"Calibration","pH"
"13895",1813,6.39800427895793,4.43362070578328,5.4158125,5.4,"Calibration","pH"
